second,visitors_per_second,unique_computers,data_sent,is_attack
3498,91,44,455000,0
3499,89,46,445000,0
3500,109,45,545000,0
3501,102,56,510000,0
3502,103,40,515000,0
3503,107,54,535000,0
3504,92,54,460000,0
3505,105,57,525000,0
3506,116,41,580000,0
3507,91,49,455000,0
3508,73,51,365000,0
3509,105,54,525000,0
3510,116,46,580000,0
3511,84,51,420000,0
3512,93,52,465000,0
3513,93,49,465000,0
3514,97,52,485000,0
3515,85,40,425000,0
3516,93,46,465000,0
3517,114,41,570000,0
3518,102,57,510000,0
3519,90,43,450000,0
3520,95,46,475000,0
3521,101,43,505000,0
3522,90,47,450000,0
3523,74,57,370000,0
3524,87,55,435000,0
3525,95,49,475000,0
3526,87,49,435000,0
3527,106,54,530000,0
3528,110,40,550000,0
3529,98,43,490000,0
3530,102,59,510000,0
3531,96,49,480000,0
3532,93,49,465000,0
3533,90,43,450000,0
3534,93,57,465000,0
3535,117,49,585000,0
3536,102,55,510000,0
3537,101,48,505000,0
3538,104,56,520000,0
3539,85,50,425000,0
3540,98,42,490000,0
3541,117,56,585000,0
3542,107,44,535000,0
3543,106,43,530000,0
3544,94,44,470000,0
3545,115,52,575000,0
3546,93,50,465000,0
3547,90,59,450000,0
3548,108,53,540000,0
3549,98,47,490000,0
3550,94,46,470000,0
3551,85,57,425000,0
3552,98,43,490000,0
3553,91,49,455000,0
3554,99,42,495000,0
3555,100,46,500000,0
3556,106,57,530000,0
3557,90,44,450000,0
3558,109,42,545000,0
3559,109,58,545000,0
3560,100,53,500000,0
3561,101,53,505000,0
3562,97,48,485000,0
3563,92,51,460000,0
3564,81,47,405000,0
3565,97,51,485000,0
3566,100,52,500000,0
3567,87,56,435000,0
3568,104,45,520000,0
3569,109,55,545000,0
3570,97,48,485000,0
3571,90,44,450000,0
3572,95,40,475000,0
3573,110,56,550000,0
3574,115,57,575000,0
3575,110,41,550000,0
3576,102,56,510000,0
3577,109,45,545000,0
3578,114,57,570000,0
3579,99,41,495000,0
3580,93,54,465000,0
3581,84,43,420000,0
3582,100,51,500000,0
3583,103,46,515000,0
3584,94,51,470000,0
3585,76,41,380000,0
3586,97,54,485000,0
3587,102,42,510000,0
3588,79,50,395000,0
3589,108,42,540000,0
3590,105,45,525000,0
3591,113,57,565000,0
3592,95,56,475000,0
3593,100,44,500000,0
3594,87,55,435000,0
3595,86,42,430000,0
3596,95,57,475000,0
3597,99,48,495000,0
3598,100,53,500000,0
3599,97,54,485000,0
